Year,Month,Date,State,State_Clean,Station,Station_Clean,Monitored,Available,Power generation report for NTPC Station under (Dated) program,Power generation under todays actual,Coal Stock,Outage,Daily_Capacity_Factor,Zero_Gen_Flag,Zero_Gen_Check_Count,Capacity_Category,
2019,August-2019 ,8/22/2019,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 1,SINGRAULI STPS UNIT 1,200,200,4.68,4.05,19.00,0.00,84.38,OK,0,Low Capacity,
2019,February-2019 ,2/2/2019,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 4,SIPAT STPS UNIT 4,500,0,11.25,0.00,0.00,500.00,0.00,OK,0,Low Capacity,
2024,September-2024 ,9/11/2024,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 7,SINGRAULI STPS UNIT 7,500,500,11.57,8.85,7.00,0.00,73.75,OK,0,Low Capacity,
2020,July-2020 ,7/22/2020,Madhya Pradesh,Madhya Pradesh,GADARWARA TPPUnit 1,GADARWARA TPP UNIT 1,800,800,0.00,17.48,25.00,0.00,91.04,OK,0,High Capacity,
2024,April-2024 ,4/10/2024,Maharashtra,Maharashtra,MAUDA TPSUnit 4,MAUDA TPS UNIT 4,660,660,13.60,13.33,14.00,0.00,84.15,OK,0,High Capacity,
2024,November-2024 ,11/4/2024,Jharkhand,Jharkhand,NORTH KARANPURA TPPUnit 2,NORTH KARANPURA TPP UNIT 2,660,660,11.63,11.37,20.00,0.00,71.78,OK,0,High Capacity,
2019,June-2019 ,6/25/2019,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 4,UNCHAHAR TPS UNIT 4,210,210,3.60,4.32,33.00,0.00,85.71,OK,0,Low Capacity,
2019,June-2019 ,6/5/2019,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 1,VINDHYACHAL STPS UNIT 1,210,210,4.03,4.86,14.00,0.00,96.43,OK,0,Low Capacity,
2023,April-2023 ,4/15/2023,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 3,SIPAT STPS UNIT 3,660,660,14.33,15.15,13.00,0.00,95.64,OK,0,High Capacity,
2018,September-2018 ,9/6/2018,Maharashtra,Maharashtra,MAUDA TPSUnit 1,MAUDA TPS UNIT 1,500,500,4.70,8.50,0.00,0.00,70.83,OK,0,Low Capacity,
2021,February-2021 ,2/17/2021,Odisha,Odisha,TALCHER STPSUnit 1,TALCHER STPS UNIT 1,500,500,9.93,11.82,20.00,0.00,98.50,OK,0,Low Capacity,
2023,June-2026 ,6/27/2023,Bihar,Bihar,KAHALGAON TPSUnit 7,KAHALGAON TPS UNIT 7,500,500,11.00,9.73,9.00,0.00,81.08,OK,0,Low Capacity,
2024,August-2024 ,8/31/2024,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 13,VINDHYACHAL STPS UNIT 13,500,500,11.65,11.62,15.00,0.00,96.83,OK,0,Low Capacity,
2022,February-2022 ,2/9/2022,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 3,VINDHYACHAL STPS UNIT 3,210,210,4.32,5.10,19.00,0.00,101.19,OK,0,Low Capacity,
2020,February-2020 ,2/6/2020,Assam,Assam,BONGAIGAON TPPUnit 3,BONGAIGAON TPP UNIT 3,250,250,1.79,4.17,32.00,0.00,69.50,OK,0,Low Capacity,
2019,June-2019 ,6/18/2019,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 3,TANDA TPS UNIT 3,110,110,1.83,1.79,73.00,0.00,67.80,OK,0,Low Capacity,
2023,July-2026 ,7/23/2023,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 4,SIPAT STPS UNIT 4,500,500,11.19,11.67,18.00,0.00,97.25,OK,0,Low Capacity,
2021,April-2021 ,4/11/2021,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 2,VINDHYACHAL STPS UNIT 2,210,210,4.76,5.10,7.00,0.00,101.19,OK,0,Low Capacity,
2019,December-2019 ,12/2/2019,West Bengal,West Bengal,FARAKKA STPSUnit 6,FARAKKA STPS UNIT 6,500,500,0.00,10.24,4.00,0.00,85.33,OK,0,Low Capacity,
2018,February-2018 ,2/8/2018,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 2,VINDHYACHAL STPS UNIT 2,210,210,3.64,5.08,0.00,0.00,100.79,OK,0,Low Capacity,
2023,February-2023 ,2/3/2023,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 2,SIMHADRI UNIT 2,500,500,7.36,10.12,7.00,0.00,84.33,OK,0,Low Capacity,
2025,April-2025 ,4/13/2025,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 5,UNCHAHAR TPS UNIT 5,210,210,4.47,2.15,16.00,0.00,42.66,OK,0,Low Capacity,
2025,May-2025 ,5/26/2025,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 6,UNCHAHAR TPS UNIT 6,500,500,10.29,8.29,33.00,0.00,69.08,OK,0,Low Capacity,
2025,November-2025 ,11/2/2025,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 7,KORBA STPS UNIT 7,500,500,11.50,10.33,3.00,0.00,86.08,OK,0,Low Capacity,
2023,Feb-2023,26-Feb-2023,Telangana,,TELANGANA STPP_Unit 2,TELANGANA STPP UNIT 2,0,0,0.29,0,0,0,0,,,,
2018,April-2018 ,4/28/2018,Gujarat,Gujarat,KAWAS CCPP,KAWAS CCPP,656,338,4.32,11.41,0.00,318.00,72.45,OK,0,Low Capacity,
2018,February-2018 ,2/5/2018,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 1,RIHAND STPS UNIT 1,500,500,11.14,8.50,0.00,0.00,70.83,OK,0,Low Capacity,
2024,March-2024 ,3/8/2024,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 3,SINGRAULI STPS UNIT 3,200,200,4.39,4.85,18.00,0.00,101.04,OK,0,Low Capacity,
2020,September-2020 ,9/13/2020,Haryana,Haryana,FARIDABAD CCPP,FARIDABAD CCPP,432,294,0.87,4.44,0.00,137.76,42.86,OK,0,Low Capacity,
2022,April-2022 ,4/16/2022,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 7,VINDHYACHAL STPS UNIT 7,500,500,10.23,11.70,26.00,0.00,97.50,OK,0,Low Capacity,
2020,August-2020 ,8/15/2020,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 1,UNCHAHAR TPS UNIT 1,210,210,3.32,2.93,25.00,0.00,58.13,OK,0,Low Capacity,
2017,September-2017 ,9/27/2017,Odisha,Odisha,TALCHER (OLD) TPSUnit 3,TALCHER (OLD) TPS UNIT 3,60,60,1.33,1.48,0.00,0.00,102.78,OK,0,Low Capacity,
2025,October-2025 ,10/24/2025,Madhya Pradesh,Madhya Pradesh,GADARWARA TPPUnit 1,GADARWARA TPP UNIT 1,800,800,15.32,13.20,7.00,0.00,68.75,OK,0,High Capacity,
2020,August-2020 ,8/1/2020,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 6,UNCHAHAR TPS UNIT 6,500,500,8.87,7.00,27.00,0.00,58.33,OK,0,Low Capacity,
2021,September-2021 ,9/5/2021,Maharashtra,Maharashtra,MAUDA TPSUnit 1,MAUDA TPS UNIT 1,500,500,2.70,8.76,1.00,0.00,73.00,OK,0,Low Capacity,
2020,November-2020 ,11/16/2020,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 8,VINDHYACHAL STPS UNIT 8,500,500,9.63,10.52,17.00,0.00,87.67,OK,0,Low Capacity,
2024,March-2024 ,3/24/2024,Bihar,Bihar,KAHALGAON TPSUnit 6,KAHALGAON TPS UNIT 6,500,500,0.00,10.82,12.00,0.00,90.17,OK,0,Low Capacity,
2024,May-2024 ,5/13/2024,Karnataka,Karnataka,KUDGI STPPUnit 3,KUDGI STPP UNIT 3,800,800,12.35,11.75,18.00,0.00,61.20,OK,0,High Capacity,
2024,May-2024 ,5/9/2024,Telangana,Telangana,RAMAGUNDEM STPSUnit 2,RAMAGUNDEM STPS UNIT 2,200,200,4.42,3.39,13.00,0.00,70.63,OK,0,Low Capacity,
2019,July-2019 ,7/4/2019,Odisha,Odisha,TALCHER (OLD) TPSUnit 3,TALCHER (OLD) TPS UNIT 3,60,60,1.26,1.46,12.00,0.00,101.39,OK,0,Low Capacity,
2025,January-2025 ,1/10/2025,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 4,DADRI (NCTPP) UNIT 4,210,210,3.94,3.59,21.00,0.00,71.23,OK,0,Low Capacity,
2024,April-2024 ,4/4/2024,Karnataka,Karnataka,KUDGI STPPUnit 1,KUDGI STPP UNIT 1,800,800,14.53,15.41,16.00,0.00,80.26,OK,0,High Capacity,
2022,October-2022 ,10/25/2022,Odisha,Odisha,DARLIPALI STPSUnit 1,DARLIPALI STPS UNIT 1,800,800,18.68,16.31,5.00,0.00,84.95,OK,0,High Capacity,
2023,July-2026 ,7/23/2023,Maharashtra,Maharashtra,MAUDA TPSUnit 2,MAUDA TPS UNIT 2,500,500,9.90,8.04,16.00,0.00,67.00,OK,0,Low Capacity,
2024,August-2024 ,8/13/2024,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 6,KORBA STPS UNIT 6,500,0,0.00,0.00,7.00,500.00,0.00,OK,0,Low Capacity,
2025,October-2025 ,10/7/2025,Telangana,Telangana,RAMAGUNDEM STPSUnit 4,RAMAGUNDEM STPS UNIT 4,500,500,10.63,7.46,23.00,0.00,62.17,OK,0,Low Capacity,
2019,April-2019 ,4/27/2019,Maharashtra,Maharashtra,SOLAPURUnit 2,SOLAPUR UNIT 2,660,0,4.73,0.00,22.00,660.00,0.00,OK,0,Low Capacity,
2024,January-2024 ,1/2/2024,Gujarat,Gujarat,GANDHAR CCPP,GANDHAR CCPP,657,0,1.47,1.24,0.00,657.39,7.86,OK,0,Low Capacity,
2025,July-2025 ,7/9/2025,West Bengal,West Bengal,FARAKKA STPSUnit 3,FARAKKA STPS UNIT 3,200,200,0.00,3.96,19.00,0.00,82.50,OK,0,Low Capacity,
2021,August-2021 ,8/12/2021,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 3,SIPAT STPS UNIT 3,660,660,0.00,15.50,5.00,0.00,97.85,OK,0,High Capacity,
2021,February-2021 ,2/28/2021,West Bengal,West Bengal,FARAKKA STPSUnit 2,FARAKKA STPS UNIT 2,200,200,3.32,4.85,17.00,0.00,101.04,OK,0,Low Capacity,
2024,May-2024 ,5/22/2024,Jharkhand,Jharkhand,NORTH KARANPURA TPPUnit 1,NORTH KARANPURA TPP UNIT 1,660,660,14.16,15.73,10.00,0.00,99.31,OK,0,High Capacity,
2025,February-2025 ,2/23/2025,Jharkhand,Jharkhand,NORTH KARANPURA TPPUnit 1,NORTH KARANPURA TPP UNIT 1,660,0,15.75,0.01,18.00,660.00,0.06,OK,0,Low Capacity,
2020,December-2020 ,12/25/2020,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 3,SIPAT STPS UNIT 3,660,660,12.23,15.78,15.00,0.00,99.62,OK,0,High Capacity,
2023,December-2023 ,12/11/2023,Bihar,Bihar,KAHALGAON TPSUnit 4,KAHALGAON TPS UNIT 4,210,0,0.00,0.00,8.00,210.00,0.00,OK,0,Low Capacity,
2019,November-2019 ,11/14/2019,Odisha,Odisha,TALCHER (OLD) TPSUnit 2,TALCHER (OLD) TPS UNIT 2,60,60,1.27,1.45,3.00,0.00,100.69,OK,0,Low Capacity,
2020,October-2020 ,10/31/2020,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 13,VINDHYACHAL STPS UNIT 13,500,500,9.13,12.14,12.00,0.00,101.17,OK,0,Low Capacity,
2024,July-2024 ,7/14/2024,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 5,TANDA TPS UNIT 5,660,660,13.65,12.99,33.00,0.00,82.01,OK,0,High Capacity,
2022,December-2022 ,12/23/2022,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 2,SIMHADRI UNIT 2,500,500,6.90,10.68,16.00,0.00,89.00,OK,0,Low Capacity,
2023,June-2026 ,6/16/2023,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 3,KORBA STPS UNIT 3,200,0,0.00,0.00,12.00,200.00,0.00,OK,0,Low Capacity,
2021,April-2021 ,4/19/2021,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 3,DADRI (NCTPP) UNIT 3,210,210,1.27,4.50,9.00,0.00,89.29,OK,0,Low Capacity,
2022,March-2022 ,3/15/2022,Himachal Pradesh,Himachal Pradesh,KOLDAM,KOLDAM,800,800,2.97,3.55,0.00,0.00,18.49,OK,0,High Capacity,
2018,March-2018 ,3/23/2018,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 4,SINGRAULI STPS UNIT 4,200,200,3.90,4.07,0.00,0.00,84.79,OK,0,Low Capacity,
2018,May-2018 ,5/23/2018,Telangana,Telangana,RAMAGUNDEM STPSUnit 2,RAMAGUNDEM STPS UNIT 2,200,200,4.13,4.60,0.00,0.00,95.83,OK,0,Low Capacity,
2021,May-2021 ,5/9/2021,Madhya Pradesh,Madhya Pradesh,GADARWARA TPPUnit 2,GADARWARA TPP UNIT 2,800,0,8.19,0.00,8.00,800.00,0.00,OK,0,Low Capacity,
2023,December-2023 ,12/25/2023,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 5,KORBA STPS UNIT 5,500,500,11.45,11.85,5.00,0.00,98.75,OK,0,Low Capacity,
2022,December-2022 ,12/1/2022,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 4,KORBA STPS UNIT 4,500,0,10.29,3.92,8.00,500.00,32.67,OK,0,Low Capacity,
2019,September-2019 ,9/24/2019,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 4,SINGRAULI STPS UNIT 4,200,200,4.00,4.74,14.00,0.00,98.75,OK,0,Low Capacity,
2023,April-2023 ,4/13/2023,Gujarat,Gujarat,GANDHAR CCPP,GANDHAR CCPP,657,0,1.60,1.18,0.00,657.39,7.48,OK,0,Low Capacity,
2021,November-2021 ,11/17/2021,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 11,VINDHYACHAL STPS UNIT 11,500,500,11.40,11.85,8.00,0.00,98.75,OK,0,Low Capacity,
2025,November-2025 ,11/23/2025,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 5,SIPAT STPS UNIT 5,500,500,11.17,11.74,8.00,0.00,97.83,OK,0,Low Capacity,
2024,March-2024 ,3/1/2024,Odisha,Odisha,TALCHER STPSUnit 5,TALCHER STPS UNIT 5,500,500,11.61,11.84,16.00,0.00,98.67,OK,0,Low Capacity,
2021,February-2021 ,2/20/2021,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 9,VINDHYACHAL STPS UNIT 9,500,500,11.71,11.97,18.00,0.00,99.75,OK,0,Low Capacity,
2022,August-2022 ,8/7/2022,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 4,SIMHADRI UNIT 4,500,500,7.52,7.52,15.00,0.00,62.67,OK,0,Low Capacity,
2025,October-2025 ,10/8/2025,Bihar,Bihar,KAHALGAON TPSUnit 5,KAHALGAON TPS UNIT 5,500,500,10.71,9.48,23.00,0.00,79.00,OK,0,Low Capacity,
2018,October-2018 ,10/16/2018,Delhi,Delhi,BADARPUR TPSUnit 3,BADARPUR TPS UNIT 3,95,0,0.00,0.00,0.00,95.00,0.00,OK,0,Low Capacity,
2018,January-2018 ,1/4/2018,Uttar Pradesh,Uttar Pradesh,AURAIYA CCPP,AURAIYA CCPP,663,0,2.30,0.00,0.00,663.36,0.00,OK,0,Low Capacity,
2020,July-2020 ,7/30/2020,Chhattisgarh,Chhattisgarh,LARA TPPUnit 1,LARA TPP UNIT 1,800,800,8.03,18.54,18.00,0.00,96.56,OK,0,High Capacity,
2019,Jul-2019,19-Jul-2019,Odisha,,DARLIPALI STPS_Unit 2,DARLIPALI STPS UNIT 2,0,0,0,0,0,0,0,,,,
2023,June-2026 ,6/26/2023,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 5,SIPAT STPS UNIT 5,500,500,12.27,11.61,26.00,0.00,96.75,OK,0,Low Capacity,
2022,May-2022 ,5/21/2022,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 1,VINDHYACHAL STPS UNIT 1,210,210,4.65,4.58,23.00,0.00,90.87,OK,0,Low Capacity,
2023,April-2023 ,4/15/2023,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 5,RIHAND STPS UNIT 5,500,500,11.63,11.80,25.00,0.00,98.33,OK,0,Low Capacity,
2019,June-2019 ,6/26/2019,Bihar,Bihar,BARH IIUnit 4,BARH II UNIT 4,660,660,14.50,15.52,42.00,0.00,97.98,OK,0,High Capacity,
2026,February-2026 ,2/2/2026,West Bengal,West Bengal,FARAKKA STPSUnit 2,FARAKKA STPS UNIT 2,200,200,4.18,3.47,20.00,0.00,72.29,OK,0,Low Capacity,
2022,January-2022 ,1/27/2022,Assam,Assam,BONGAIGAON TPPUnit 3,BONGAIGAON TPP UNIT 3,250,250,2.65,4.42,8.00,0.00,73.67,OK,0,Low Capacity,
2025,September-2025 ,9/30/2025,Uttar Pradesh,Uttar Pradesh,DADRI CCPP,DADRI CCPP,830,130,3.21,0.00,0.00,699.59,0.00,Check,1,Low Capacity,
2018,August-2018 ,8/10/2018,Delhi,Delhi,BADARPUR TPSUnit 1,BADARPUR TPS UNIT 1,95,0,0.00,0.00,0.00,95.00,0.00,OK,0,Low Capacity,
2019,March-2019 ,3/28/2019,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 8,VINDHYACHAL STPS UNIT 8,500,500,10.97,12.03,26.00,0.00,100.25,OK,0,Low Capacity,
2025,September-2025 ,9/17/2025,Bihar,Bihar,BARH STPSUnit 3,BARH STPS UNIT 3,660,660,10.20,12.75,0.00,0.00,80.49,OK,0,High Capacity,
2021,January-2021 ,1/15/2021,Karnataka,Karnataka,KUDGI STPPUnit 1,KUDGI STPP UNIT 1,800,800,0.00,13.58,22.00,0.00,70.73,OK,0,High Capacity,
2017,October-2017 ,10/18/2017,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 11,VINDHYACHAL STPS UNIT 11,500,500,8.65,11.56,0.00,0.00,96.33,OK,0,Low Capacity,
2022,January-2022 ,1/26/2022,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 6,VINDHYACHAL STPS UNIT 6,210,0,4.78,0.00,19.00,210.00,0.00,OK,0,Low Capacity,
2024,June-2024 ,6/22/2024,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 3,DADRI (NCTPP) UNIT 3,210,210,4.17,3.97,37.00,0.00,78.77,OK,0,Low Capacity,
2018,August-2018 ,8/17/2018,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 3,SIMHADRI UNIT 3,500,500,9.03,7.71,0.00,0.00,64.25,OK,0,Low Capacity,
2020,June-2020 ,6/3/2020,Madhya Pradesh,Madhya Pradesh,GADARWARA TPPUnit 1,GADARWARA TPP UNIT 1,800,0,0.00,0.00,46.00,800.00,0.00,OK,0,Low Capacity,
2018,July-2018 ,7/10/2018,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 2,VINDHYACHAL STPS UNIT 2,210,210,3.65,4.89,0.00,0.00,97.02,OK,0,Low Capacity,
2022,September-2022 ,9/24/2022,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 5,SIPAT STPS UNIT 5,500,500,11.47,8.89,3.00,0.00,74.08,OK,0,Low Capacity,
2019,April-2019 ,4/9/2019,Odisha,Odisha,TALCHER (OLD) TPSUnit 4,TALCHER (OLD) TPS UNIT 4,60,60,1.27,1.49,0.00,0.00,103.47,OK,0,Low Capacity,
2023,April-2023 ,4/16/2023,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 4,TANDA TPS UNIT 4,110,110,2.53,1.72,11.00,0.00,65.15,OK,0,Low Capacity,
2019,September-2019 ,9/29/2019,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 6,RIHAND STPS UNIT 6,500,500,10.43,11.12,5.00,0.00,92.67,OK,0,Low Capacity,
2017,October-2017 ,10/19/2017,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 4,SIPAT STPS UNIT 4,500,500,10.06,9.30,0.00,0.00,77.50,OK,0,Low Capacity,
2019,June-2019 ,6/27/2019,Maharashtra,Maharashtra,SOLAPURUnit 1,SOLAPUR UNIT 1,660,0,10.97,0.00,34.00,660.00,0.00,OK,0,Low Capacity,
2020,September-2020 ,9/18/2020,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 4,SINGRAULI STPS UNIT 4,200,200,3.67,4.96,0.00,0.00,103.33,OK,0,Low Capacity,
2020,December-2020 ,12/28/2020,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 1,DADRI (NCTPP) UNIT 1,210,0,2.32,0.00,24.00,210.00,0.00,OK,0,Low Capacity,
2021,October-2021 ,10/2/2021,Bihar,Bihar,BARAUNI TPSUnit 9,BARAUNI TPS UNIT 9,250,0,0.55,0.00,2.00,250.00,0.00,OK,0,Low Capacity,
2020,January-2020 ,1/5/2020,Odisha,Odisha,DARLIPALI STPSUnit 1,DARLIPALI STPS UNIT 1,800,0,5.74,0.00,0.00,800.00,0.00,OK,0,Low Capacity,
2022,August-2022 ,8/31/2022,Maharashtra,Maharashtra,MAUDA TPSUnit 1,MAUDA TPS UNIT 1,500,500,7.39,11.22,3.00,0.00,93.50,OK,0,Low Capacity,
2020,February-2020 ,2/18/2020,Bihar,Bihar,BARAUNI TPSUnit 6,BARAUNI TPS UNIT 6,105,105,1.72,1.67,0.00,0.00,66.27,OK,0,Low Capacity,
2022,October-2022 ,10/16/2022,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 2,RIHAND STPS UNIT 2,500,0,9.77,0.00,22.00,500.00,0.00,OK,0,Low Capacity,
2022,September-2022 ,9/24/2022,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 2,SIMHADRI UNIT 2,500,500,7.30,7.32,19.00,0.00,61.00,OK,0,Low Capacity,
2019,February-2019 ,2/2/2019,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 6,SINGRAULI STPS UNIT 6,500,500,9.93,11.40,0.00,0.00,95.00,OK,0,Low Capacity,
2019,May-2019 ,5/1/2019,Haryana,Haryana,FARIDABAD CCPP,FARIDABAD CCPP,432,138,1.12,0.00,0.00,293.83,0.00,Check,1,Low Capacity,
2023,October-2023 ,10/22/2023,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 5,SIPAT STPS UNIT 5,500,500,12.29,11.81,12.00,0.00,98.42,OK,0,Low Capacity,
2020,March-2020 ,3/6/2020,Chhattisgarh,Chhattisgarh,LARA TPPUnit 1,LARA TPP UNIT 1,800,800,5.74,15.33,10.00,0.00,79.84,OK,0,High Capacity,
2021,January-2021 ,1/14/2021,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 7,VINDHYACHAL STPS UNIT 7,500,500,9.39,11.60,22.00,0.00,96.67,OK,0,Low Capacity,
2022,May-2022 ,5/4/2022,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 7,VINDHYACHAL STPS UNIT 7,500,500,10.23,11.58,24.00,0.00,96.50,OK,0,Low Capacity,
2022,November-2022 ,11/28/2022,Madhya Pradesh,Madhya Pradesh,KHARGONE STPPUnit 2,KHARGONE STPP UNIT 2,660,660,9.70,11.54,6.00,0.00,72.85,OK,0,High Capacity,
2025,April-2025 ,4/30/2025,Telangana,Telangana,TELANGANA STPP PH-1Unit 2,TELANGANA STPP PH-1 UNIT 2,800,800,15.60,15.55,32.00,0.00,80.99,OK,0,High Capacity,
2024,July-2024 ,7/2/2024,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 4,DADRI (NCTPP) UNIT 4,210,210,4.03,3.14,41.00,0.00,62.30,OK,0,Low Capacity,
2025,March-2025 ,3/18/2025,Telangana,Telangana,RAMAGUNDEM STPSUnit 4,RAMAGUNDEM STPS UNIT 4,500,0,10.97,1.13,28.00,500.00,9.42,OK,0,Low Capacity,
2022,December-2022 ,12/29/2022,Chhattisgarh,Chhattisgarh,LARA TPPUnit 1,LARA TPP UNIT 1,800,800,14.84,18.27,22.00,0.00,95.16,OK,0,High Capacity,
2024,January-2024 ,1/4/2024,Telangana,Telangana,RAMAGUNDEM STPSUnit 6,RAMAGUNDEM STPS UNIT 6,500,500,10.94,10.09,15.00,0.00,84.08,OK,0,Low Capacity,
2025,December-2025 ,12/1/2025,Chhatisgarh,Chhattisgarh,SIPAT STPSUnit 5,SIPAT STPS UNIT 5,500,500,11.16,11.19,10.00,0.00,93.25,OK,0,Low Capacity,
2018,June-2018 ,6/16/2018,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 1,SINGRAULI STPS UNIT 1,200,200,4.03,4.62,0.00,0.00,96.25,OK,0,Low Capacity,
2022,June-2022 ,6/29/2022,Assam,Assam,BONGAIGAON TPPUnit 3,BONGAIGAON TPP UNIT 3,250,250,3.63,5.25,7.00,0.00,87.50,OK,0,Low Capacity,
2020,January-2020 ,1/30/2020,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 3,KORBA STPS UNIT 3,200,200,3.77,4.88,9.00,0.00,101.67,OK,0,Low Capacity,
2023,October-2023 ,10/10/2023,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 1,TANDA TPS UNIT 1,110,110,1.87,2.28,4.00,0.00,86.36,OK,0,Low Capacity,
2017,September-2017 ,9/20/2017,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 3,KORBA STPS UNIT 3,200,200,4.13,4.78,0.00,0.00,99.58,OK,0,Low Capacity,
2022,September-2022 ,9/3/2022,West Bengal,West Bengal,FARAKKA STPSUnit 6,FARAKKA STPS UNIT 6,500,0,9.53,0.00,13.00,500.00,0.00,OK,0,Low Capacity,
2024,July-2024 ,7/24/2024,Telangana,Telangana,RAMAGUNDEM STPSUnit 3,RAMAGUNDEM STPS UNIT 3,200,200,4.35,3.29,23.00,0.00,68.54,OK,0,Low Capacity,
2018,February-2018 ,2/23/2018,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 2,RIHAND STPS UNIT 2,500,500,10.00,11.20,0.00,0.00,93.33,OK,0,Low Capacity,
2018,September-2018 ,9/2/2018,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 4,UNCHAHAR TPS UNIT 4,210,210,3.73,2.85,0.00,0.00,56.55,OK,0,Low Capacity,
2022,October-2022 ,10/2/2022,Bihar,Bihar,BARH STPSUnit 1,BARH STPS UNIT 1,660,660,7.68,12.27,2.00,0.00,77.46,OK,0,High Capacity,
2019,June-2019 ,6/15/2019,Odisha,Odisha,TALCHER (OLD) TPSUnit 5,TALCHER (OLD) TPS UNIT 5,110,110,2.37,2.55,12.00,0.00,96.59,OK,0,Low Capacity,
2021,October-2021 ,10/17/2021,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 4,RIHAND STPS UNIT 4,500,500,10.19,11.49,8.00,0.00,95.75,OK,0,Low Capacity,
2020,January-2020 ,1/22/2020,Telangana,Telangana,RAMAGUNDEM STPSUnit 3,RAMAGUNDEM STPS UNIT 3,200,200,3.58,3.88,23.00,0.00,80.83,OK,0,Low Capacity,
2025,April-2025 ,4/16/2025,Gujarat,Gujarat,GANDHAR CCPP,GANDHAR CCPP,657,0,2.64,0.98,0.00,657.39,6.21,OK,0,Low Capacity,
